,ampl,autocor,br_fa,eta,famp,mad,stet_K,totvar,Q,M,pTime,pAmp,VType,EPIC,peak1_period,peak2_period,peak3_period,peak1_amp,peak2_amp,peak3_amp,num_sigpeaks
144,8995.426754,63,0.825092968,0.020376082,7468.850541,2223.4470300000003,0.78888633,1792.3709850000002,0.75,-0.22,5.95,0.07,B,204187469,127.93686621666667,14.761946101923076,19.1905299325,0.150080796832068,0.02491736614485211,0.14409286211326114,3
145,4270.799557,151,0.6433956470000001,0.00058585,6447.664415,1461.315576,0.8005584379999999,580.6429621,0.19,-0.31,15.62,0.07,QPS,204193996,383.81044689999953,42.64560521111106,27.415031921428536,0.46180562069412273,0.0641723429608871,0.02054617979673365,3
146,10620.38314,111,1.6608861659999998,0.012859538,7813.026951999999,2827.552575,0.7607633340000001,1583.809856,0.45,0.35,14.71,0.23,QPD,204206295,383.81061860000045,27.41504418571432,47.97632732500006,0.08837729283452098,0.08039828806268527,0.06756248463208951,3
147,779.5638388,11,2.188495095,0.045817489,415.10755689999996,100.2911965,0.6970019940000001,112.1138119,0.88,0.52,16.57,0.16,QPD,204211116,42.64561698333333,383.81055285,20.200555413157897,0.05105569296131554,0.030659535195449998,0.03729231384419344,3
148,1599.116977,64,0.505447648,0.015160135,1110.095412,387.9922461,0.8073059140000001,296.6322432,1.0,-0.53,20.17,0.27,B,204226548,383.81044159999874,38.381044159999874,1000.0,0.07098542943908864,0.04715921801321201,1000.0,2
149,148.71952869999998,18,0.582467278,0.159806904,152.095955,24.25520077,0.7548915270000001,21.75090398,0.95,-0.37,10.3,0.05,B,204231861,95.92708126249988,7.83078214387754,9.83867500128204,0.11586398629939926,0.014878185784064314,0.00655344301405592,2
150,6581.0041759999995,106,0.499806284,0.027028759,4210.644786,715.1382187,0.723386878,598.4401874,0.85,-0.82,39.29,0.59,B,204233955,383.8104464999992,21.322802583333292,34.891858772727204,0.23113380969089903,0.06431624497490997,0.19476502156095454,3
151,69742.0,71,0.663004967,0.013897752,2455831.735,22622.5,0.8178758890000001,134707.5737,0.47,-0.03,4.24,0.01,QPS,204239132,127.9368543666669,18.276693480952417,38.381056310000076,0.6103610569429536,0.012369170510346549,0.05212143906978804,3
152,139764.6898,44,3.0596447610000004,0.007073989,101662.5463,24834.02849,0.7221449040000001,23736.60689,0.95,0.75,30.61,0.11,APD,204245509,383.8104795499999,38.381047954999985,1000.0,0.10217149088400392,0.20891971649166935,1000.0,2
153,202.77665990000003,18,1.950055572,0.167848926,214.3694625,24.74118671,0.675354085,18.33954566,0.9,0.4,30.44,0.03,APD,204248645,54.83006226428545,1000.0,1000.0,0.149252882386673,1000.0,1000.0,1
154,31.49931957,20,0.5961315389999999,0.31829756800000003,12.90689959,5.76420224,0.790124218,2.9531399560000002,0.7,-0.19,1.34,0.15,QPS,204250417,383.8104866499998,20.20055192894736,13.234844367241374,0.1356260775531468,0.0938784786285566,0.019307557012438026,3
155,5504.092001,20,2.311789113,0.010093704,3155.2033300000003,972.9742248,0.7459578920000001,1461.760015,0.54,0.5,3.29,0.14,QPD,204256494,31.975701808333376,76.74168434000012,12.790280723333352,0.014745221959014329,0.009904188021614493,0.0057474899194021436,2
156,168.2108398,15,0.896166172,0.18660581699999998,347.469179,29.713556899999997,0.817147327,26.84527934,0.32,-0.09,1.87,0.02,QPS,204262368,47.976304250000226,8.166179446808549,10.966012400000052,0.07584303356131826,0.0016439235990196761,0.0026324275724721223,1
157,433.01973719999995,848,1.306270891,0.011590378,375.7099609,217.6514841,0.912600819,24.11952001,0.42,-0.48,1.75,0.08,QPS,204268916,127.90280665000027,38.37084199500009,25.58056133000006,0.9469140272736991,0.06806972728943127,0.04621362141284534,3
158,2538.801957,41,1.878293182,0.0026633670000000003,2168.085693,806.4774468999999,0.700701067,825.3757126,0.24,0.57,5.1,0.49,QPD,204274536,378.4982102999993,29.11524694615379,1000.0,0.008314061074113902,0.04121823562588153,1000.0,1
