ampl,autocor,br_fa,eta,famp,mad,stet_K,totvar,Q,M,pTime,pAmp,VType,EPIC
520.9930621,9,0.87870176,0.067510057,242.8658795,115.57507,0.798922921,45.82747415,0.78,-0.06,1.55,0.46,QPS,204565982
71.76404801,685,1.291688647,0.185338615,73.95879711,20.74343158,0.849303801,5.220153124,0.68,0,1.71,0.05,MP,204578601
213.169648,20,0.891658736,0.206712324,387.0791653,26.09422388,0.687051428,28.63274382,0.78,0.24,1.91,0.03,QPD,204581550
60.82713874,596,0.869949866,0.105345387,60.92708193,17.77791938,0.852534173,4.842665874,0.46,-0.14,1.74,0.06,QPS,204584778
502.9118945,163,0.968632769,0.033326517,477.3291179,106.1864456,0.777315471,76.53649638,0.96,-0.39,15.08,0.1,B,204602441
975.2078543,19,0.477409932,0.026137576,697.4403599,122.5699837,0.753904818,149.2344388,0.9,-0.41,24.62,0.13,B,204607034
434.5828336,19,1.036060664,0.023741083,673.3663598,149.6175015,0.851559175,65.8161189,0.18,0.03,1.77,0.05,P,204611292
1472.715741,31,1.535845642,0.028793547,1923.904803,291.6534624,0.718480322,334.5553134,0.77,0.3,7.81,0.05,APD,204615647
13223.59515,49,0.937894824,0.016738341,8201.582464,2698.878531,0.818883682,2369.343487,0.47,-0.07,6.58,0.09,QPS,204630363
5273.093999,10,0.927653142,0.026137277,1967.070278,1205.998079,0.712479684,395.5157403,0.46,0.03,1.05,0.12,MP,204637622
121940.7103,33,3.617600687,0.005618195,102830.2151,24303.28584,0.646069242,28875.41642,0.9,0.89,15.08,0.45,APD,204638512
198.1063074,19,1.874989387,0.055492867,180.5456133,14.53810008,0.577665544,10.88042527,0.8,-0.24,4.92,0.09,QPS,204651122
8431,29,0.840493868,0.196969481,154614.1351,1809.625,0.806920286,5999.629082,1.01,-0.08,41.35,0.003,N,204662993
763.3274571,12,1.478558544,0.04896039,693.4517459,118.4690598,0.754506971,151.8093077,0.86,0.2,3.6,0.04,APD,204757338
80.32408008,17,0.929661379,0.356414835,90.67900212,16.69370881,0.776116694,7.199838307,0.42,-0.03,1.64,0.05,QPS,204769599
781.2984068,17,1.069674624,0.040281157,340.5704914,86.50714928,0.752167848,76.90212995,0.53,0.02,1.92,0.07,QPS,204776782
3497.440154,17,2.368463427,0.017419053,2347.698179,778.7787948,0.778413716,946.9952107,0.65,0.64,2.17,0.37,QPD,204807722
121.8480895,19,1.412522247,0.18343228,322.0278451,25.48095275,0.814966598,16.3836108,0.74,-0.02,1.66,0.02,QPS,204810161
179.9601776,7,2.612225504,0.158795343,66.94991316,24.06745877,0.740053396,12.3413792,0.73,0.58,1.7,0.16,QPD,204811478
8443.78345,82,1.016981912,0.000536363,9932.252054,5286.344509,0.87224691,2609.941046,0.02,0.02,9.26,0.18,P,204817605
42850.78398,92,0.562524372,0.004251901,32804.50666,11568.70899,0.789912025,6939.906421,1,-0.67,34.57,1.14,B,204830786
821.4762186,44,1.37364142,0.049750403,1098.326971,197.3892012,0.776179564,241.5425055,0.31,0.22,4.24,0.04,QPS,204832936
2592.606725,598,2.069753949,0.002808812,3245.084899,715.0454227,0.808309798,213.510245,1,0.42,58.15,0.14,APD,204856535
503.0852676,15,0.836846948,0.04420824,514.2088094,160.0581236,0.828233343,120.411852,0.35,0.02,1.91,0.04,MP,204860656
33101.80249,30,1.357419643,0.006704942,22093.73006,7694.301623,0.784327759,7281.772813,0.84,0.21,8.36,0.19,APD,204864076
123.7544818,379,0.507786993,0.170376904,587.2095167,24.59983882,0.781865144,41.08146334,1,-0.05,74.86,0.01,N,204870258
33.06098692,8,1.29176312,0.399516164,20.23184763,5.57123265,0.750876108,3.089766358,0.9,0.15,12.57,0.11,APD,204871202
268.9035369,9,2.370426307,0.07372397,83.86006858,41.07349853,0.756880672,20.88213125,0.91,0.54,5.93,0.16,APD,204871862
94844.15105,519,1.102274236,5.34E-06,96146.20198,51577.72728,0.892011031,3590.633329,1,0,72.94,0.9,L,204874314
618.4831958,14,2.252967954,0.038880459,263.8374392,84.31932763,0.714540177,52.85829034,0.79,0.47,1.7,0.08,QPD,204894208
727.0887486,15,0.514310887,0.040003059,369.8670702,136.7683594,0.774202813,136.2628531,0.93,-0.47,8.38,0.16,B,204906020
14086.23556,89,0.413877707,0.039510689,10979.14081,2377.074017,0.787055669,1788.268197,0.76,-0.59,19.23,0.35,B,204908189
2168.540968,25,2.292163954,0.013527728,1225.605742,308.1761222,0.718944478,422.6291902,0.75,0.52,2.32,0.09,QPD,204932990
342.8605568,12,0.64892999,0.099786762,222.6978554,33.87499469,0.684702402,22.83470437,0.76,-0.17,1.55,0.05,QPS,204933717
23540.29959,34,1.774064862,0.004198905,20717.65561,7232.886757,0.804042859,8407.733795,0.85,0.45,8.3,0.46,QPD,204939243
84.52024517,28,0.62113288,0.304945372,203.4352614,11.07151415,0.745540002,10.90532945,0.86,-0.26,8.7,0.01,QPS,204940701
24858,26,0.663409594,0.404075122,978187.1568,4334,0.786452674,38032.47905,0.84,-0.29,37.08,0.001,S,204951022
1464891,31,3.801910549,0.003110839,2761270.151,197302,0.714940138,308662.7594,0.19,0.32,3.91,0.03,P,204964091
7519.023678,15,1.580390687,0.014464018,4568.727165,2043.782632,0.758225352,2222.628479,0.61,0.34,2.4,0.96,QPD,204982702
1346.737473,50,1.18015815,0.007039942,2089.633386,399.9153014,0.800682185,482.8608949,0.24,0.06,3.2,0.05,QPS,205000676
1265.997768,105,0.363687176,0.005345509,969.10735,227.2253857,0.785416563,175.9404462,1,-0.68,39.11,0.39,B,205008727
571.3844389,34,0.876132344,0.065839941,879.384868,133.3092895,0.756368056,190.4553494,0.15,-0.08,3.01,0.04,P,205024407
1364.031765,36,1.40707142,0.028808554,1799.892259,271.5052727,0.761367169,238.0215744,0.87,0.26,22.9,0.03,APD,205037578
822.515883,34,1.120909275,0.009727217,1205.371701,390.6002068,0.868011642,454.2125375,0.09,0.02,3.85,0.06,P,205038557
24677.54502,53,1.59668565,0.001140589,30910.51429,6429.802799,0.835815759,6718.028632,0.33,0.32,5.32,0.06,QPD,205051240
265.2955035,32,0.461662158,0.055806024,120.3690233,39.75831238,0.747798389,30.58083595,1,-0.51,72.25,0.14,B,205061092
548.6896434,21,0.911502239,0.018130505,319.4034438,107.0477821,0.814814044,142.9566403,0.3,-0.04,2.43,0.08,QPS,205063210
37232,28,7.118455643,0.088907461,606115.8102,2762,0.521819794,22440.88412,0.96,-0.14,34.69,0.001,N,205064383
601.5011554,11,2.157437709,0.109609595,395.5465465,74.02624799,0.712783949,60.2305443,0.93,0.45,17.37,0.07,APD,205068630
18138.33556,26,1.265394693,0.008506897,16476.24707,3036.72896,0.676588125,4517.571338,0.68,0.21,5.32,0.25,APD,205080616
567.3225681,16,5.47350925,0.054200322,518.7277868,43.50595909,0.31263888,44.27149203,0.73,0.71,1.75,0.15,QPD,205086621
358.4093305,114,0.350717695,0.027354666,217.7168989,45.04468063,0.682225803,35.9573052,1,-0.57,16.96,0.19,B,205088645
754.7670966,131,0.716671532,0.209466788,474.7954037,159.5599226,0.189603989,31.37338019,0.58,-0.12,0.36,0.1,MP,205091879
293.6727562,14,1.372856692,0.127421836,147.0975975,48.22133425,0.767750425,31.9639908,0.68,0.3,1.72,0.11,QPD,205092303
90709.15724,70,0.873668446,0.005349672,80730.93356,24826.78194,0.759883434,17673.37387,0.9,-0.1,18.02,1.13,S,205110000
89.6412908,16,1.10766651,0.082509134,36.02499336,17.29857695,0.783713788,13.26568058,0.88,0.13,28.56,0.38,APD,205115701
98.93575107,377,1.227365744,0.151120951,159.2626191,16.5887493,0.705773943,7.008761023,0.76,0.14,1.76,0.04,QPS,205145188
20802.93749,59,4.124777932,0.003003026,14351.31886,3032.224085,0.67226597,3360.183414,0.59,0.87,10,0.24,APD,205151387
1076.359775,17,0.470761359,0.039023547,527.2670197,113.4132403,0.5231186,61.47934876,0.21,-0.1,1.81,0.05,P,205152244
14803.30946,55,0.449030054,0.001445743,12889.09614,5193.881309,0.883064545,5052.225691,0.07,-0.63,6.94,0.2,P,205154017
310.8504797,101,0.053535425,0.0267973,426.7108595,18.25358201,0.595223652,30.9169091,1,-1.01,7.03,0.05,B,205156547
38909.50476,100,0.850979631,0.001783901,33828.87162,14831.41115,0.765632228,8141.177097,0.87,-0.11,13.18,1.47,S,205158239
33942.9752,216,1.41097613,0.000957009,31351.16739,7905.60963,0.729604929,5334.248568,1,0.18,24.4,0.74,S,205160565
9047.217334,56,0.909069623,0.000881959,9661.276774,4441.31474,0.875081433,3253.984187,0.14,-0.06,6.58,0.15,P,205164892
108.548483,14,2.55491869,0.117533404,42.94492774,17.50274472,0.750346776,12.68635834,0.98,0.61,17.55,0.2,APD,205164999
1751.335835,17,0.449155846,0.026429145,732.5797536,208.217888,0.740085148,180.0831276,0.73,-0.49,1.8,0.13,S,205165965
1737.852281,48,0.995732162,0.007923491,2248.821584,415.9308029,0.792968413,393.0825215,0.74,0.02,2.6,0.05,QPS,205179845
13076.99724,43,0.713808561,0.010343038,9746.911658,2084.924256,0.746092221,2633.020035,0.82,0.05,68.85,0.16,S,205182200
271.5134317,204,0.939491744,0.046317775,177.2343754,60.70102984,0.800729234,30.97582093,0.79,-0.02,1.91,0.12,QPS,205198363
23.4217678,488,0.929989016,0.335148828,19.14228067,5.72307631,0.837918507,1.250327065,0.71,-0.03,0.91,0.13,QPS,205208701
2205.595524,21,2.184129208,0.009854475,2199.755927,308.1386232,0.734854165,341.3938213,0.87,0.47,7.89,0.16,APD,205218826
33257.17417,81,1.279363617,0.004957324,28504.62994,10465.54948,0.787841995,6394.282216,0.57,0.23,9.26,0.23,QPD,205238942
1516.778545,16,5.09884543,0.017793647,701.1145036,123.1993537,0.601616813,223.1899661,0.82,0.86,7.07,0.28,QPD,205241182
240538.0215,117,0.987554785,0.003179646,230018.4263,68770.19532,0.7435706,42168.24247,1,-0.05,51.77,0.85,S,205249328
695.2404814,114,1.686580976,0.018408815,1009.991252,156.879698,0.78187517,126.7667819,1,0.33,21.04,0.04,APD,205345560
472.251375,27,0.665262356,0.049840856,905.9034441,107.8340706,0.850279114,171.6388777,0.22,-0.31,2.91,0.02,QPS,205364526
460.4048,45,1.237307129,0.014100116,782.7791349,137.5827245,0.793168962,168.8205631,0.2,0.06,3.68,0.04,QPS,205366676
2682.682136,61,0.967889769,0.007069619,5394.559025,990.1609186,0.845667698,793.816694,0.21,-0.06,6.1,0.05,QPS,205375290
1503.201598,21,2.070674461,0.037809345,838.9654162,188.4098534,0.72497004,209.2456855,0.69,0.47,2.03,0.45,QPD,205383125
971.1993856,30,4.442226683,0.023575539,781.7290466,97.58283851,0.651805907,130.1629884,0.94,0.74,19.27,0.04,APD,205519771
105952.834,44,1.307466623,0.003099558,93684.3087,27727.96076,0.726926626,28990.61306,0.7,0.17,3.29,1.18,QPS,205684783
4335.785627,22,1.056997635,0.018408965,4071.64826,902.9931424,0.793608175,1216.294266,0.28,-0.02,2.21,0.16,QPS,210282528
20384.47266,56,0.687614347,0.002931,16977.13081,4159.608681,0.759423442,4100.161482,0.83,-0.2,14.55,0.4,S,210282534
